number,top100producturl,price,title,description,productinformation,countreview,weightvalue,weightmeasure,longestest,shortest,median,rank,sales
60,https://www.amazon.com/dp/B005CGA9EY/ref=sspa_dk_detail_8?psc=1&pd_rd_i=B005CGA9EY&pd_rd_w=HCmCY&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=29KAp&pf_rd_r=ZAAZPNYCZW62ZBPGPWDB&pd_rd_r=f2174534-1b02-4ef0-9f93-d35ed76c3290&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSlhBNEJXUzQyUUpJJmVuY3J5cHRlZElkPUEwMDI5MjI3MUNXTzFGQVpVRjVaMyZlbmNyeXB0ZWRBZElkPUEwOTUxMjIxMktDUzEwVEdOVzkxQyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,33.5,"Qunol Mega Ubiquinol CoQ10 100mg, Superior Absorption, Patented Water and Fat Soluble Natural Supplement Form of Coenzyme Q10, Antioxidant for Heart Health, 120 Count Softgels","SUPERIOR ABSORPTION VS. REGULAR CoQ10 — With superior absorption compared to regular1 CoQ10, Qunol Mega CoQ10 can help you reach optimal levels of CoQ10 quicker, so you can experience the potential benefits faster
#1 CARDIOLOGIST RECOMMENDED FORM OF COQ10* — With superior absorption compared to regular [2] CoQ10, Qunol 100mg Ubiquinol capsules can help you reach optimal levels of Coenzyme Q10 sooner, so you can experience the potential benefits faster.
100% WATER AND FAT-SOLUBLE — Qunol CoQ10’s patented formulation is 100% water and fat-soluble, unlike regular [2] CoQ10 that does not dissolve in water and dissolves very poorly in fat. Gluten free
BENEFICIAL TO STATIN DRUG USERS — Both cholesterol and CoQ10 are produced in the same pathway. Because statins work by blocking this pathway, they also block the production of CoQ10. Statin medications have been shown to lower CoQ10 levels by as much as 40% [3] and the addition of a CoQ10 supplement to statin drug therapy can help rebuild CoQ10 levels.
CoQ10 is a naturally occurring nutrient-like coenzyme that plays an important role in the production of energy needed by our cells. Unfortunately, our CoQ10 levels may drop due to age, stress, and cholesterol-lowering statin drug therapy [4]. Taking a CoQ10 health supplement is the best way to increase your natural CoQ10 levels and support heart health. CoQ10 is also important for egg and sperm health and may help support fertility [5,6,7].","Product details
Size: 120 Count (Pack of 1) | Style: One Bottle
Product Dimensions: 2.9 x 6 x 3.6 inches ; 6.4 ounces
Shipping Weight: 8.5 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B005CGA9EY
UPC: 898440001196
Item model number: 898440001196
Average Customer Review:
1,267 customer reviews
Amazon Best Sellers Rank: #983 in Health & Household (See Top 100 in Health & Household)
#389 in Sales & Deals
#3 in CoQ10 Nutritional Supplements
Would you like to tell us about a lower price?",1483,6.4,ounce,6,2.9,3.6,983,27 (30 Days Avg)
2,https://www.amazon.com/dp/B00F43LEKS/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B00F43LEKS&pd_rd_w=vvxfh&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=XoHFt&pf_rd_r=S3PV9413V07WSXKKWW1Q&pd_rd_r=a114e39a-1568-48ac-b1e8-1df4b77c414c&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOFVLNkEyTTlTSlBUJmVuY3J5cHRlZElkPUEwNzQ0MzEyM1FPTzEzQjRHOUFSWSZlbmNyeXB0ZWRBZElkPUEwMDk5MTQ4MTA3VTlCSDk3RklVRCZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,23.79,"Gaia Herbs Black Elderberry Syrup - Daily Immune Support with Antioxidants, Organic Sambucus Elderberry Supplement, 5.4 Fl Oz",,"Product details
Size: 5.4 Fl Oz (Pack of 1) | Product Packaging: Frustration-Free Packaging
Product Dimensions: 2.1 x 2.1 x 5.5 inches ; 1 pounds
Shipping Weight: 1.2 pounds (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B00F43LEKS
Item model number: -
Average Customer Review:
493 customer reviews
Amazon Best Sellers Rank: #994 in Health & Household (See Top 100 in Health & Household)
#393 in Sales & Deals
#13 in Elderberry Herbal Supplements
Would you like to tell us about a lower price?",88,1,pounds,5.5,2.1,2.1,994,27 (30 Days Avg)
58,https://www.amazon.com/dp/B00F43LEKS/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B00F43LEKS&pd_rd_w=RHf6g&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=qZxC4&pf_rd_r=WM95A3XSY5PNMCPC798F&pd_rd_r=66002244-5bab-44e2-be54-c072c16faa10&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFOQjFLMUtOSko4SlUmZW5jcnlwdGVkSWQ9QTAwOTAyMTZVOVBJWTY5REI4M1ImZW5jcnlwdGVkQWRJZD1BMDA5OTE0ODEwN1U5Qkg5N0ZJVUQmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,23.79,"Gaia Herbs Black Elderberry Syrup - Daily Immune Support with Antioxidants, Organic Sambucus Elderberry Supplement, 5.4 Fl Oz",,"Product details
Size: 5.4 Fl Oz (Pack of 1) | Product Packaging: Frustration-Free Packaging
Product Dimensions: 2.1 x 2.1 x 5.5 inches ; 1 pounds
Shipping Weight: 1.2 pounds (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B00F43LEKS
Item model number: -
Average Customer Review:
493 customer reviews
Amazon Best Sellers Rank: #994 in Health & Household (See Top 100 in Health & Household)
#393 in Sales & Deals
#13 in Elderberry Herbal Supplements
Would you like to tell us about a lower price?",205,1,pounds,5.5,2.1,2.1,994,27 (30 Days Avg)
96,https://www.amazon.com/dp/B005CGA9EY/ref=sspa_dk_detail_7?psc=1&pd_rd_i=B005CGA9EY&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFZWlAyMUJNVjZHSlQmZW5jcnlwdGVkSWQ9QTEwMjM4NDMxVzY1N1lRWVJJMlUwJmVuY3J5cHRlZEFkSWQ9QTA5NTEyMjEyS0NTMTBUR05XOTFDJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,33.5,"Qunol Mega Ubiquinol CoQ10 100mg, Superior Absorption, Patented Water and Fat Soluble Natural Supplement Form of Coenzyme Q10, Antioxidant for Heart Health, 120 Count Softgels","SUPERIOR ABSORPTION VS. REGULAR CoQ10 — With superior absorption compared to regular1 CoQ10, Qunol Mega CoQ10 can help you reach optimal levels of CoQ10 quicker, so you can experience the potential benefits faster
#1 CARDIOLOGIST RECOMMENDED FORM OF COQ10* — With superior absorption compared to regular [2] CoQ10, Qunol 100mg Ubiquinol capsules can help you reach optimal levels of Coenzyme Q10 sooner, so you can experience the potential benefits faster.
100% WATER AND FAT-SOLUBLE — Qunol CoQ10’s patented formulation is 100% water and fat-soluble, unlike regular [2] CoQ10 that does not dissolve in water and dissolves very poorly in fat. Gluten free
BENEFICIAL TO STATIN DRUG USERS — Both cholesterol and CoQ10 are produced in the same pathway. Because statins work by blocking this pathway, they also block the production of CoQ10. Statin medications have been shown to lower CoQ10 levels by as much as 40% [3] and the addition of a CoQ10 supplement to statin drug therapy can help rebuild CoQ10 levels.
CoQ10 is a naturally occurring nutrient-like coenzyme that plays an important role in the production of energy needed by our cells. Unfortunately, our CoQ10 levels may drop due to age, stress, and cholesterol-lowering statin drug therapy [4]. Taking a CoQ10 health supplement is the best way to increase your natural CoQ10 levels and support heart health. CoQ10 is also important for egg and sperm health and may help support fertility [5,6,7].","Product details
Size: 120 Count (Pack of 1) | Style: One Bottle
Product Dimensions: 2.9 x 6 x 3.6 inches ; 6.4 ounces
Shipping Weight: 8.5 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B005CGA9EY
UPC: 898440001196
Item model number: 898440001196
Average Customer Review:
1,267 customer reviews
Amazon Best Sellers Rank: #1,019 in Health & Household (See Top 100 in Health & Household)
#401 in Sales & Deals
#3 in CoQ10 Nutritional Supplements
Would you like to tell us about a lower price?",84,6.4,ounce,6,2.9,3.6,1019,26 (30 Days Avg)
113,https://www.amazon.com/dp/B005CGA9EY/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B005CGA9EY&pd_rd_w=ZSZlz&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=lzgKu&pf_rd_r=JRY5QHEB5AS3145CEQ1Y&pd_rd_r=79deda12-75de-4833-8139-f75e6ae58982&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVFNPSUVMVVNTTlJXJmVuY3J5cHRlZElkPUEwNjEyNDkyMllLM1ZCSkdOTDM3JmVuY3J5cHRlZEFkSWQ9QTAxMTc3NjkxWUtUNTBGWTIwRTZQJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,33.5,"Qunol Mega Ubiquinol CoQ10 100mg, Superior Absorption, Patented Water and Fat Soluble Natural Supplement Form of Coenzyme Q10, Antioxidant for Heart Health, 120 Count Softgels","SUPERIOR ABSORPTION VS. REGULAR CoQ10 — With superior absorption compared to regular1 CoQ10, Qunol Mega CoQ10 can help you reach optimal levels of CoQ10 quicker, so you can experience the potential benefits faster
#1 CARDIOLOGIST RECOMMENDED FORM OF COQ10* — With superior absorption compared to regular [2] CoQ10, Qunol 100mg Ubiquinol capsules can help you reach optimal levels of Coenzyme Q10 sooner, so you can experience the potential benefits faster.
100% WATER AND FAT-SOLUBLE — Qunol CoQ10’s patented formulation is 100% water and fat-soluble, unlike regular [2] CoQ10 that does not dissolve in water and dissolves very poorly in fat. Gluten free
BENEFICIAL TO STATIN DRUG USERS — Both cholesterol and CoQ10 are produced in the same pathway. Because statins work by blocking this pathway, they also block the production of CoQ10. Statin medications have been shown to lower CoQ10 levels by as much as 40% [3] and the addition of a CoQ10 supplement to statin drug therapy can help rebuild CoQ10 levels.
CoQ10 is a naturally occurring nutrient-like coenzyme that plays an important role in the production of energy needed by our cells. Unfortunately, our CoQ10 levels may drop due to age, stress, and cholesterol-lowering statin drug therapy [4]. Taking a CoQ10 health supplement is the best way to increase your natural CoQ10 levels and support heart health. CoQ10 is also important for egg and sperm health and may help support fertility [5,6,7].","Product details
Size: 120 Count (Pack of 1) | Style: One Bottle
Product Dimensions: 2.9 x 6 x 3.6 inches ; 6.4 ounces
Shipping Weight: 8.5 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B005CGA9EY
UPC: 898440001196
Item model number: 898440001196
Average Customer Review:
1,267 customer reviews
Amazon Best Sellers Rank: #1,019 in Health & Household (See Top 100 in Health & Household)
#401 in Sales & Deals
#3 in CoQ10 Nutritional Supplements
Would you like to tell us about a lower price?",95,6.4,ounce,6,2.9,3.6,1019,26 (30 Days Avg)
41,https://www.amazon.com/Garden-Life-Probiotic-Mood-Supplement/dp/B01LVYJK6U/ref=pd_bxgy_121_3/136-0944595-9920511?_encoding=UTF8&pd_rd_i=B01LVYJK6U&pd_rd_r=6a65f1bd-319d-403b-9af0-49ad55b095e9&pd_rd_w=b9Vcb&pd_rd_wg=RSWa5&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=SXVEH2FZCTAMEPKRW5ZN&psc=1&refRID=SXVEH2FZCTAMEPKRW5ZN,28.99,"Garden of Life Dr. Formulated Probiotics Mood+ - Acidophilus Probiotic Supplement - Promotes Emotional Health, Relaxation, Digestive Balance - Non-GMO, NSF Gluten Free - 60 Vegetarian Capsules","No Refrigeration Required , Adults take 2 capsules daily , May be taken with or without food, Capsules can be opened , Contents can be taken directly with water or raw juices
DIGESTION SUPPORT: This 50 billion CFU probiotic supplement contains Lactobaccilus acidophilus and Bifidobacteria for digestive health and constipation relief
MOOD SUPPLEMENT: Clinically studied probiotics L. helveticus R0052 and B. longum R0175 support mood, relaxation and emotional wellbeing plus 350 milligrams of organic ashwagandha and organic Alaskan blueberries for stress reduction
IMMUNE SUPPORT: This dietary supplement has 50 billion CFU and 16 probiotic strains for immune system health
SHELF STABLE PROBIOTICS: This 50 billion probiotic comes in 60 capsules HYPOALLERGENIC PROBIOTIC: Our probiotics supplement is gluten free, vegetarian, and made with over 70percentage organic ingredients","Product details
Style: Shelf Stable
Product Dimensions: 2.3 x 2.3 x 4.6 inches ; 3.52 ounces
Shipping Weight: 3.8 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B01LVYJK6U
UPC: 658010120043
Item model number: 0658010120043
Average Customer Review:
545 customer reviews
Amazon Best Sellers Rank: #1,165 in Health & Household (See Top 100 in Health & Household)
#456 in Sales & Deals
#34 in Probiotic Nutritional Supplements
Would you like to tell us about a lower price?",609,3.52,ounce,4.6,2.3,2.3,1165,23 (30 Days Avg)
115,https://www.amazon.com/dp/B0018C7872/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0018C7872&pd_rd_w=ZSZlz&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=lzgKu&pf_rd_r=JRY5QHEB5AS3145CEQ1Y&pd_rd_r=79deda12-75de-4833-8139-f75e6ae58982&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVFNPSUVMVVNTTlJXJmVuY3J5cHRlZElkPUEwNjEyNDkyMllLM1ZCSkdOTDM3JmVuY3J5cHRlZEFkSWQ9QTA4NzE4NzcyTlkyU01WVjBQNzlYJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,31.79,"Bausch + Lomb PreserVision AREDS Eye Vitamin & Mineral Supplement Tablets, 240 Count Bottle","PRESERVISION AREDS VITAMINS: This eye vitamin and mineral supplement was tested and clinically proven in the 2001 Age Related Eye Disease study to reduce the risk of progression in those with moderate-to-advanced Age Related Macular Degeneration by 25%
AGE RELATED EYE DISEASE (AREDS) SUPPLEMENT: PreserVision is the #1 doctor recommended eye vitamin to help reduce the risk of progression of moderate to advanced Age-related Macular Degeneration, and uses beta-carotene.
EYE VITAMINS FOR HEALTHY EYES: Bausch + Lomb carries a full line of ocular supplements with vitamins, minerals & nutrients that promote eye health, including Ocuvite eye vitamins for general eye health & PreserVision for age-related eye health concerns.
BAUSCH + LOMB EYE CARE EXPERTS: In 1853, John Jacob Bausch opened an optical goods store in Rochester, New York. Since then, Bausch + Lomb has continued to focus on innovation and quality in eye care products, from contact lenses to lubricant eye drops.
BAUSCH + LOMB EYE SUPPLEMENTS: Eye health is more than good vision and at Bausch + Lomb, we're focused on all aspects of healthy eyes. Try our eye health vitamins and supplements if you've used other supplements based on the AREDS or AREDS2 study.","Product details
Flavor: Areds Tablets | Size: 240 Count (Pack of 1)
Product Dimensions: 6 x 5 x 4 inches
Shipping Weight: 6.4 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B0018C7872
UPC: 324208432723 785923055084 797142358051 764442802492
Item model number: AB43272
Average Customer Review:
598 customer reviews
Amazon Best Sellers Rank: #1,622 in Health & Household (See Top 100 in Health & Household)
#22 in Blended Vitamin & Mineral Supplements
#623 in Sales & Deals
Would you like to tell us about a lower price?",95,6.4,ounce,6,4,5,1622,16 (30 Days Avg)
8,https://www.amazon.com/dp/B00A39MPNI/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B00A39MPNI&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFpKQVAxQzc2WlU2JmVuY3J5cHRlZElkPUEwOTU4Njg3UEJHS1NJWk03RTVWJmVuY3J5cHRlZEFkSWQ9QTA1ODgwMzMzSE9KME5LSzJWR0xJJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,29.95,"Turmeric Curcumin C3 Complex 500mg, Enhanced with Black Pepper & Organic Coconut Oil for Better Absorption; Non-GMO & Gluten Free - 120 Count","Pure Turmeric Curcumin standardized to 95 percent Curcuminoids per softgel.
Formulated with Extra Virgin Organic Coconut and Bioperine (Black Pepper) for better absorption and bio-availability.
Made with the clinically studied ingredient, Curcumin C3 Complex.
Non-GMO verified by the IGEN program and Formulated Without Preservatives, Fillers, Artificial Colorings, Soy or Stearates.
If you’re not thrilled with our product, let us know within 90 days and receive a prompt and courteous refund. We stand behind our formula.","Product details
Size: 120 Count
Product Dimensions: 4.5 x 2 x 4.5 inches ; 7.2 ounces
Shipping Weight: 8 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B00A39MPNI
UPC: 023249000839 767644566544
Item model number: LAAM_B00A39MPNI
Average Customer Review:
2,811 customer reviews
Amazon Best Sellers Rank: #1,670 in Health & Household (See Top 100 in Health & Household)
#13 in Turmeric Herbal Supplements
Would you like to tell us about a lower price?",64,7.2,ounce,4.5,2,4.5,1670,16 (30 Days Avg)
48,https://www.amazon.com/dp/B00MYRXIIS/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B00MYRXIIS&pd_rd_w=XoOwp&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=TjwHn&pf_rd_r=J6PTTBEWRMMM6Q4R07ER&pd_rd_r=d68db23b-2b18-489e-860f-61814150566b&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySkJOMkcwRkQ2Rk9EJmVuY3J5cHRlZElkPUEwNjcyMDA5M0tUSDhFS1pRU1RNQSZlbmNyeXB0ZWRBZElkPUEwMjY1MjI4MVhGRE9ZQlBZQVFEJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,29.16,"Vega Protein & Greens Vanilla (25 Servings, 26.8 Ounce) - Vegan Plant Based Protein Powder Shake, Gluten Free, Non Dairy, Non Soy, Non GMO","PLANT BASED PROTEIN POWDER: 20 grams vegan protein from a multisource blend of pea protein, brown rice protein, and sacha inchi protein
GREENS: Including ingredients like organic alfalfa powder, spinach powder, broccoli powder, and organic kale powder
NO ADDED SUGAR: Vega Protein and Greens is sweetened with stevia, our naturally calorie free sweetener of choice. We know stevia isn’t for everyone, so we also offer our stevia free Plain Unsweetened (previously Natural) flavor
EASY TO BLEND OR SHAKE: Add an easy 20 grams plant based protein to your day, Vega Protein and Greens can help upgrade your morning smoothie or provide a quick afternoon snack when shaken with water or non dairy milk
CERTIFIED: Vega Protein and Greens is Non GMO Project Verified, vegan certified, low glycemic, gluten free, and without dairy or soy ingredients",NA,108,1,pounds,1,1,1,2071,13 (30 Days Avg)
62,https://www.amazon.com/dp/B07NXW4GW7/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B07NXW4GW7&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyWk5SWEtBR0dZN1BLJmVuY3J5cHRlZElkPUEwMjExMDYxMjQ4RlJFNTVFQkJXSiZlbmNyeXB0ZWRBZElkPUEwMDM5MzM3MzI4VVZQTTJJMFg0VyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,37.95,"Vitamin K2 + D3 with Organic Coconut Oil for Better Absorption | 2-in-1 Support for Your Heart, Bones & Teeth | Vegan Certified, GMO & Gluten Free (120 Veggie Softgels)","2-in-1 SUPPORT: 5000 IU (125mcg) of Vitamin D3 & 100 mcg of Vitamin K2 MK-7 for bone health, muscle function and energy support.*
BETTER THAN THE REST: The only Non-GMO Verified, Vegan Certified, 100% Plant Based Vitamin K2+D3 available. Free of Animal Ingredients such as Lanolin and Bovine.
PLANT-BASED INGREDIENTS: 100% Vegan Vitamin D3 from Lichen and MenaQ7 Vitamin K2 from Chickpea encapsulated in a Non-GMO Tapioca softgel capsule.
WITH COCONUT OIL: Vitamin K2 & D3 are both fat soluble and difficult for the body to absorb if not taken with a fat. To help absorption we blend our product with Coconut Oil.
MONEY BACK GUARANTEE: All Sports Research (SR) Vitamins & Supplements come with a 90 day Money Back Guarantee (See below for details).^","Product details
Size: 120 Count
Shipping Weight: 3.7 ounces (View shipping rates and policies)
ASIN: B07NXW4GW7
UPC: 023249012344
Average Customer Review:
2,685 customer reviews
Amazon Best Sellers Rank: #2,096 in Health & Household (See Top 100 in Health & Household)
#27 in Vitamin D Supplements
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",155,3.7,ounce,2,2,2,2096,12 (30 Days Avg)
107,https://www.amazon.com/dp/B07B437R5L/ref=sspa_dk_detail_3?psc=1&pd_rd_i=B07B437R5L&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSEFaOU1EQjJXTVdNJmVuY3J5cHRlZElkPUEwMTIxMDY5M08zSUQ1UzJaMTlPOCZlbmNyeXB0ZWRBZElkPUEwMTE4NTU4MkZIT1pIRTcySFVSSyZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,21.99,"Shut Eye Sleep Aid | Natural Herbal Sleep Supplement Made with Valerian Root, Melatonin, Chamomile, Magnesium | Insomnia and Anxiety Relief | Adult Extra Strength Sleeping Pills | 60 Vegan Capsules","HEALTHY NATURAL FORMULA | Shut Eye’s unique combination of all natural ingredients helps you relax before bed and sleep soundly through the night without the early morning drowsiness associated with other sleep aids. Our non-prescription natural sleep aid is meant for nightly use.
NATURALLY SOURCED INGREDIENTS | Shut Eye is a natural, herbal sleep supplement made with safe, naturally sourced, DOCTOR FORMULATED ingredients that are non-habit forming and will encourage a healthy and balanced sleep schedule. You'll get deep, restful sleep with this gentle sleep supplement alternative.
SLEEP WELL, WAKE UP REVITALIZED | If you’re feeling tired and seeking better sleep, then it’s time to get some Shut Eye! An all-natural, maximum strength and non-habit forming herbal sleep aid, Shut Eye is designed to re-balance your overtaxed system for restful sleep. Expertly crafted and tested by a renowned neurologist, Dr. Okhovat, who set out to improve deeper sleep for all. You’ll wake up feeling refreshed and energized without the groggy side effect associated with other sleep aids.
A BOOST OF SOOTHING MAGNESIUM, L-THEANINE & MORE | L-Theanine is an amino acid found in green tea; GABA is a neurotransmitter produced by the body. They both help the brain to down-regulate feelings of worry and create states of relaxation, which may make it easier to fall asleep and extend the duration of deep sleep. Magnesium, also known as the ‘relaxation mineral’, aids in calming your mind and muscles
MADE IN THE U.S.A. | in an FDA-Registered facility. This product is GMP (Good Manufacturing Practice)-certified to assure the highest quality and purity.
HIGH-QUALITY SUPPLEMENTS FROM A BRAND YOU CAN TRUST: At Nuvana, we use only the highest-quality ingredients, produced under strict quality standards and inspection in a GMP certified & FDA registered facility right here in the USA!",NA,18,0.6,ounce,3.9,2.2,2.2,2389,11 (30 Days Avg)
112,https://www.amazon.com/dp/B07CDXRBVJ/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B07CDXRBVJ&pd_rd_w=ZSZlz&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=lzgKu&pf_rd_r=JRY5QHEB5AS3145CEQ1Y&pd_rd_r=79deda12-75de-4833-8139-f75e6ae58982&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVFNPSUVMVVNTTlJXJmVuY3J5cHRlZElkPUEwNjEyNDkyMllLM1ZCSkdOTDM3JmVuY3J5cHRlZEFkSWQ9QTA1OTQ2NDdHMzJFSU9ZRTFOSDgmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,58.89,"Nature Made CoQ10 200 mg Softgels, 105 Count for Heart Health and Cellular Energy production.† (Packaging May Vary)","For a limited time, you may receive either bottle while we update our packaging. Both have the same great product inside. Based on new FDA regulations, you may also notice a change in the unit of measure and/or daily value for certain products.
Contains a 105-day supply of Nature Made CoQ10, 105 softgels per bottle.
Helps support heart function and cellular energy production. STATIN USERS: Certain statin drugs can reduce CoQ10 levels in the body. Nature Made CoQ10 can help replenish this important nutrient.♦
Contains 200 mg of Nature Made Coenzyme Q10 per serving. Adults, take 1 softgel daily with water and a meal.
These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.","Product details
Size: 105 Count
Product Dimensions: 2.4 x 2.4 x 4.4 inches
Shipping Weight: 4 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B07CDXRBVJ
UPC: 031604031114
Item model number: 3111
Average Customer Review:
616 customer reviews
Amazon Best Sellers Rank: #2,896 in Health & Household (See Top 100 in Health & Household)
#13 in CoQ10 Nutritional Supplements
Would you like to tell us about a lower price?",95,4,ounce,4.4,2.4,2.4,2896,9 (30 Days Avg)
